"Time","Tot","A","B","AA","AB","BA","BB"
1,5.15428995146636,0.9985986311755,4.15569132029086,-1.02581247796721,2.02441110914271,1.46499163791978,2.69069968237108
2,4.5124623563586,3.79455328356792,0.71790907279068,4.60291290597799,-0.808359622410073,3.76262574578898,-3.0447166729983
3,4.35789955241073,3.65997950557051,0.697920046840213,0.551806430740484,3.10817307483003,-0.267523737822971,0.965443784663184
4,4.60881287333659,1.0248602800247,3.58395259331189,-5.81068364613855,6.83554392616325,-3.87517123046498,7.45912382377688
5,5.12055554348488,-0.736294185059594,5.85684972854448,1.07994109326457,-1.81623527832417,5.00064117643401,0.856208552110469
6,4.68044336004101,-2.88957934535242,7.57002270539343,-2.95599199805901,0.066412652706592,2.96639299956093,4.6036297058325
7,4.66589470661781,2.05294413129688,2.61295057532092,-1.22560774905495,3.27855188035183,-0.193325021830346,2.80627559715127
8,4.86250611494746,-0.189163227024082,5.05166934197154,2.37222678237743,-2.56139000940151,5.6717168527299,-0.620047510758357
9,4.80223371090411,5.22659478031358,-0.424361069409468,-3.15810200286029,8.38469678317387,-5.20254233554753,4.77818126613806
10,4.91011684987191,2.25619270505302,2.65392414481889,-0.843573671581743,3.09976637663476,0.152390831614849,2.50153331320404
11,5.22641019611718,2.09507842016684,3.13133177595034,-7.10965439058431,9.20473281075116,-5.80918669561715,8.94051847156749
12,4.41867994699712,4.50759406348293,-0.0889141164858058,-1.45914779799791,5.96674186148084,-2.96926753182571,2.8803534153399
13,3.68914187472208,-0.440723215022956,4.12986508974504,-6.10371611474746,5.6629928997245,-3.05520512460362,7.18507021434865
14,3.83940134159527,-3.82225831963991,7.66165966123518,-3.97982246722047,0.157564147580564,2.35206687364207,5.30959278759311
15,4.01014100428376,-2.38934927182012,6.39949027610388,-3.95283880942731,1.56348953760719,0.960932320354872,5.43855795574901
16,4.85727425635697,-2.31436568019118,7.17163993654815,-0.88163661398288,-1.4327290662083,4.48295343040475,2.6886865061434
17,5.75069780229919,1.6048963690973,4.14580143320189,1.81068411203007,-0.205787742932768,3.78560038821778,0.360201044984107
18,6.37962197684583,-0.278990252696289,6.65861222954212,-1.53399315633363,1.25500290363734,2.76843542719675,3.89017680234537
19,6.31538585825079,7.33474975422148,-1.01936389597068,2.60688041419243,4.72786934002905,-0.604889480480256,-0.414474415490428
20,5.37696111458721,1.35424404898476,4.02271706560245,-3.35038655845348,4.70463060743824,-1.03863585415019,5.06135291975264
21,5.30419056348144,1.74935802254051,3.55483254094094,-0.554653029848577,2.30401105238908,1.26660533180608,2.28822720913486
22,6.17106743628903,1.55096674841992,4.62010068786912,0.791126834276641,0.759839914143277,3.1449186650583,1.47518202281081
23,6.22570374462243,2.73981286347265,3.48589088114979,4.60281272138815,-1.86299985791551,5.79366409663992,-2.30777321549014
24,7.37380440041549,2.69600326958413,4.67780113083136,-1.68595224923917,4.3819555188233,0.345937746728745,4.33186338410262
25,7.93545131708555,3.1332521255684,4.80219919151714,2.11757696281238,1.01567516275602,3.89146988437518,0.910729307141966
26,7.34792958500363,4.96478137246796,2.38314821253566,1.52663339705998,3.43814797540798,1.35607851307504,1.02706969946062
27,6.10649859410027,5.20134019573584,0.905158398364429,0.458310761563155,4.74302943417268,-0.517906912200709,1.42306531056514
28,6.51185272536409,0.340246450071394,6.1716062752927,-7.3777681622236,7.718014612295,-3.46809344068608,9.63969971597878
29,7.02073612314352,2.43518002692567,4.58555609621785,-1.02582843992664,3.46100846685231,0.939327461105295,3.64622863511255
30,7.4462085908544,2.11608266500988,5.33012592584452,4.29466496636267,-2.17858230135279,6.9971740025819,-1.66704807673739
31,6.41185783249161,3.42339202952869,2.98846580296292,1.62316292332471,1.80022910620398,2.57421772995714,0.414248073005776
32,5.64945817879389,2.42427381961644,3.22518435917744,3.1232170821446,-0.698943262528161,4.67214582819437,-1.44696146901692
33,5.07258299486871,4.98612536934536,0.0864576255233502,2.17860451832844,2.80752085101691,0.656237891511232,-0.569780265987882
34,5.58186031973149,1.87334831409224,3.70851200563925,3.38016927381783,-1.50682095972559,5.10579706170434,-1.39728505606509
35,5.90097482299442,2.90940840897648,2.99156641401795,5.66245029863109,-2.75304188965461,6.50428435785246,-3.51271794383451
36,6.18200473840476,-0.851296009496373,7.03330074790114,-0.668704904021189,-0.182591105475184,4.2180255942119,2.81527515368924
37,5.56100656623489,-0.0396586006654065,5.60066516690029,-4.72294808982041,4.683289489155,-0.948046454375653,6.54871162127595
38,5.10510275628907,-0.814421323681856,5.91952407997092,1.60410509761827,-2.41852642130012,5.89492613645104,0.0245979435198822
39,5.51840278089834,2.98094713149048,2.53745564940786,5.70857638821171,-2.72762925672122,6.26575597702572,-3.72830032761786
40,5.6427176995095,0.426353077508445,5.21636462200105,1.52933432732158,-1.10298124981313,4.71471260348837,0.501652018512681
41,5.51215405688825,-0.892588040040984,6.40474209692924,-3.0677346155689,2.17514657552791,1.54062357456433,4.86411852236491
42,6.37098955283036,-2.21592672828164,8.586916281112,-4.99933116432734,2.7834044360457,1.30971862875401,7.27719765235799
43,5.88138448601992,2.81115674486578,3.07022774115414,-0.719230440723189,3.53038718558897,0.244126580471101,2.82610116068304
44,5.67675868425959,0.555879744566834,5.12087893969276,2.31062359016251,-1.75474384559567,5.60885599606488,-0.487977056372123
